TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
119704,148394,13786,16910,88,97,1812,180,12,3,194,14
111012,134016,12832,15384,86,92,1812,984,14,8,194,104
91436,114018,12525,15304,90,95,1078,478,10,5,113,57
95497,117060,12453,15038,91,95,2036,782,9,5,198,69
96571,111851,13120,14972,90,94,1558,690,10,6,169,71
128004,148705,13473,15672,90,93,1314,576,10,7,119,60
105846,144089,13407,17874,88,97,1918,834,12,3,160,75
102063,128140,12228,15043,88,92,1768,1084,12,8,176,94
103137,135829,12610,16238,90,97,1882,614,10,3,183,53
111563,132485,19055,22147,94,97,470,460,6,3,47,46
115507,139222,18045,21317,92,98,670,170,8,2,67,17
119087,148886,19278,23727,94,97,740,370,6,3,74,37
114128,138660,17764,21186,91,97,550,350,9,3,55,35
113330,134742,18064,21294,93,97,560,240,7,3,56,24
103223,124318,19130,22492,91,97,1040,240,9,3,104,24
101803,126901,17208,21000,93,95,770,440,7,5,77,44
106123,126528,18027,21169,95,99,470,40,5,1,47,4
109350,120792,17082,18769,94,97,870,250,6,3,87,25
109862,126907,17907,20576,94,96,770,330,6,4,77,33
176200,211132,23186,27284,95,98,430,236,5,2,57,30
157651,197862,20536,25169,93,97,778,502,7,3,63,37
187540,226652,21905,26326,95,99,580,322,5,1,62,23
201047,232064,22949,26359,96,98,262,300,4,2,25,22
171372,185450,21577,23067,95,95,758,514,5,5,81,51
177232,197498,20561,22757,93,94,874,834,7,6,111,83
186408,225142,20517,24665,94,98,920,82,6,2,96,11
156844,186225,20470,23981,92,96,804,396,8,4,71,30
188352,221635,20983,24544,96,97,922,228,4,3,75,26
171019,196004,21088,23948,95,98,500,402,5,2,66,35
91594,114268,15262,18780,93,96,1373,740,7,4,138,74
118979,138790,18634,21540,89,96,1500,720,11,4,150,72
99450,123513,17413,21198,92,96,810,670,8,4,81,67
99527,129656,17112,21889,90,94,2330,1190,10,6,233,119
118515,132575,19549,21741,91,93,1820,790,9,7,182,79
113240,135325,18362,21549,91,95,1180,510,9,5,118,51
85076,106841,15909,19605,92,97,1260,370,8,3,126,37
102139,113737,16921,18664,95,93,640,720,5,7,64,72
104647,129337,17601,21386,93,96,1090,630,7,4,109,63
99291,126640,16764,20977,94,97,1070,360,6,3,107,36
164052,186163,21704,24292,95,96,604,258,5,4,62,31
179502,203907,21468,24291,90,92,2356,1430,10,8,222,137
167485,191194,21672,24535,95,96,1418,838,5,4,115,77
164532,189802,21013,24117,93,94,1132,1058,7,6,90,99
160696,186266,21179,24109,94,96,710,952,6,4,85,108
171879,200950,19743,23014,94,96,1044,394,6,4,98,39
130295,155309,17462,20495,92,97,1482,750,8,3,175,101
196563,242783,21851,26926,95,96,544,550,5,4,60,81
193636,219247,23140,26067,95,98,846,174,5,2,77,17
178759,216903,20979,25254,92,97,1408,170,8,3,152,27
